source                                                                                                                                                                       , doc_type    , loader_used                   , text_chars, ok
extractdirect\DTAD_20046913_Vergabeunterlagen_20230406\Anlage Blatt 225.pdf                                                                                                  , text_doc    , pymupdf_text+pdfplumber_tables,       9694, True
extractdirect\DTAD_20046913_Vergabeunterlagen_20230406\DTAD_20046913_Vergabeunterlagen_20230406_1.pdf                                                                        , text_doc    , pymupdf_text+pdfplumber_tables,       8181, True
extractdirect\DTAD_20046913_Vergabeunterlagen_20230406\Mustererklaerung_1 neu.pdf                                                                                            , text_doc    , pymupdf_text+pdfplumber_tables,       8758, True
extractdirect\DTAD_20046913_Vergabeunterlagen_20230406\Mustererklaerung_3 neu.pdf                                                                                            , text_doc    , pymupdf_text+pdfplumber_tables,       2823, True
extractdirect\DTAD_20046914_Vergabeunterlagen_20230406\000 Aufford. u. Beding. RKN ST 23026 VOB (national).pdf                                                               , text_doc    , pymupdf_text+pdfplumber_tables,      63961, True
extractdirect\DTAD_20046914_Vergabeunterlagen_20230406\011 010 Leistungsverzeichnis Boden.pdf                                                                                , text_doc    , pymupdf_text+pdfplumber_tables,      54434, True
extractdirect\DTAD_20046914_Vergabeunterlagen_20230406\011.2 030 Detail-Aufbau.pdf                                                                                           , text_doc    , pymupdf_text+pdfplumber_tables,       4079, True
extractdirect\DTAD_20046914_Vergabeunterlagen_20230406\011.3 030 Grundriss.pdf                                                                                               , text_doc    , pymupdf_text+pdfplumber_tables,       7155, True
extractdirect\DTAD_20046914_Vergabeunterlagen_20230406\011.4 030 Luftbild _ Übersichtsplan.pdf                                                                               , text_doc    , pymupdf_text+pdfplumber_tables,       2946, True
extractdirect\DTAD_20046914_Vergabeunterlagen_20230406\124_Eigenerklärung Eignung VOB.docx                                                                                   , text_doc    , python-docx                   ,          0, False
extractdirect\DTAD_20046914_Vergabeunterlagen_20230406\213 Angebotsschreiben ST 23026 national o. Lose.pdf                                                                   , text_doc    , pymupdf_text+pdfplumber_tables,      10654, True
extractdirect\DTAD_20046914_Vergabeunterlagen_20230406\221_222.pdf                                                                                                           , text_doc    , pymupdf_text+pdfplumber_tables,      12473, True
extractdirect\DTAD_20046914_Vergabeunterlagen_20230406\233 Nachunternehmerverzeichnis.docx                                                                                   , text_doc    , python-docx                   ,        445, True
extractdirect\DTAD_20046914_Vergabeunterlagen_20230406\234 Erkl. Bieter- Arbeitsgemeinschaft.docx                                                                            , text_doc    , python-docx                   ,       1179, True
extractdirect\DTAD_20046914_Vergabeunterlagen_20230406\235 Verzeichn. Leist. Kapaz. and. Untern.docx                                                                         , text_doc    , python-docx                   ,        577, True
extractdirect\DTAD_20046914_Vergabeunterlagen_20230406\237 Erkl. Masernschutzgesetz.docx                                                                                     , text_doc    , python-docx                   ,       1012, True
extractdirect\DTAD_20046914_Vergabeunterlagen_20230406\238 Erklärung Werkstatt f. Behinderte u. Inklusionsbetriebe.docx                                                      , text_doc    , python-docx                   ,        727, True
extractdirect\DTAD_20046914_Vergabeunterlagen_20230406\523 Eigenerklaerung Sanktionen-national u. EU-weit.pdf                                                                , text_doc    , pymupdf_text                  ,       6654, True
extractdirect\DTAD_20046917_Vergabeunterlagen_20230406\110.1.pdf                                                                                                             , text_doc    , pymupdf_text+pdfplumber_tables,      23232, True
extractdirect\DTAD_20046917_Vergabeunterlagen_20230406\112.1.pdf                                                                                                             , text_doc    , pymupdf_text                  ,      11915, True
extractdirect\DTAD_20046917_Vergabeunterlagen_20230406\115.1.pdf                                                                                                             , text_doc    , pymupdf_text+pdfplumber_tables,      17367, True
extractdirect\DTAD_20046917_Vergabeunterlagen_20230406\116.1.pdf                                                                                                             , text_doc    , pymupdf_text+pdfplumber_tables,      14705, True
extractdirect\DTAD_20046917_Vergabeunterlagen_20230406\116.2.pdf                                                                                                             , text_doc    , pymupdf_text                  ,       7658, True
extractdirect\DTAD_20046917_Vergabeunterlagen_20230406\116.4.pdf                                                                                                             , text_doc    , pymupdf_text                  ,       3394, True
